symbol,sector,industry,ipo_date,sym_day0_OTC,sym_1day_ret,sym_5day_ret,sym_22day_ret,sym_91day_ret,sym_252day_ret,iwv_day0_OTC,iwv_1day_ret,iwv_5day_ret,iwv_22day_ret,iwv_91day_ret,iwv_252day_ret
SAGAR,----,----,9/29/23,0.01562496,0,0.009230785,0.013333345,0.01435901,0.075897412,-0.004076258,-0.018629208,-0.003940124,-0.074210158,-0.168652931,-0.082694475
SKGR,Financial Services,Shell Companies,8/22/22,0.001512131,0.002516318,0.001509752,-0.002516414,0.029692915,0.075993873,-0.0087,-0.002005963,-0.017427197,-0.081745282,-0.06726645,0.066108851
QQQE,----,----,3/21/12,0.003006738,-0.003746649,0.008743737,-0.033224703,-0.075145477,0.076033141,-0.001914377,-0.008391403,0.006773587,-0.017658426,-0.014294613,0.1383264
GECCM,----,----,1/26/18,-0.011712476,-0.00273786,0.000817553,0.00040895,0.025270822,0.07678754,0.007264074,-0.006561475,-0.016965291,-0.042560911,-0.018653696,-0.061983883
TETE,Financial Services,Shell Companies,3/9/22,0.00303334,0,0,0.004032254,0.008064508,0.077620917,0.005829026,-0.003581709,-0.006439028,0.047813813,-0.08237774,-0.074015631
BSCP,----,----,10/9/15,0.00149844,0,0.007980309,-0.006609059,-0.002966434,0.077923451,8.34E-05,8.33E-05,0.003505395,0.028545083,-0.057543158,0.084094202
BSJN,----,----,10/14/15,0.003564362,0,0,-0.006314101,-0.040433159,0.078057114,-0.004879706,0.016486337,0.01936071,0.024855984,-0.038375074,0.090784785
BSJQ,----,----,8/9/18,0,-0.001595721,-0.003989001,0.003191141,-0.028507706,0.078157659,-0.001532263,-0.006138262,-0.011686273,0.01150912,-0.111411597,0.030568846
MDRRP,Real Estate,REIT—Diversified,2/13/20,0.05,-0.007142979,-0.023809638,-0.285714348,-0.365209706,0.078268411,0.004019786,0.001469672,0.001013477,-0.307013991,-0.070770482,0.218942661
CSB,----,----,7/29/15,0,0,-0.00087405,-0.070533086,-0.007140641,0.078302997,0.005768316,0.000876131,-0.005496378,-0.054962737,-0.008272881,0.038774551
EMCGU,Financial Services,Shell Companies,8/10/22,-0.001990095,0,0.001994064,0.002991095,0.023928288,0.078763707,0.00428298,0.000286964,0.02271792,-0.033092831,-0.084494732,0.066827741
EMCGW,----,----,9/29/23,-0.001990095,0,0.001994064,0.002991095,0.023928288,0.078763707,0.00428298,0.000286964,0.02271792,-0.033092831,-0.084494732,0.066827741
OXLCM,Financial Services,Asset Management,6/8/17,0.003216724,0.006012471,0.006012471,0.004408773,0.035203054,0.078859611,0.00110898,-0.000830713,0.002215431,-0.001388109,0.058145143,0.163310326
BSCN,----,----,9/17/14,0,0,0.004994925,0.032967407,0.115093115,0.07948208,-0.000836737,0.005359647,-0.01205941,-0.068627853,0.021828816,0.018340508
SVII,Financial Services,Shell Companies,10/28/22,0.006000042,-0.000994058,-0.000994058,0.007952278,0.028330004,0.079487594,0.022605518,-0.006081283,-0.045010698,0.013938208,-0.00656198,0.016434709
SVIIR,----,----,9/28/23,0.006000042,-0.000994058,-0.000994058,0.007952278,0.028330004,0.079487594,0.022605518,-0.006081283,-0.045010698,0.013938208,-0.00656198,0.016434709
SVIIU,Financial Services,Shell Companies,10/13/22,0.001984172,-0.000990122,0.001980149,0.021782109,0.051485097,0.079487594,0.045456792,-0.023296377,0.005894934,0.089412875,0.101566966,0.016434709
SVIIW,----,----,9/25/23,0.001984172,-0.000990122,0.001980149,0.021782109,0.051485097,0.079487594,0.045456792,-0.023296377,0.005894934,0.089412875,0.101566966,0.016434709
SUSL,----,----,5/10/19,-0.010358172,-0.007115703,0.024325584,0.031151599,0.074040993,0.079487594,0.008659498,-0.026049616,-0.002293231,-0.000587969,0.043881782,0.016434709
DRIO,Healthcare,Diagnostics & Research,3/14/16,-0.064000003,-0.04273507,0.082621072,0.481481431,0.315669528,0.079772072,0.001179737,-0.003534969,0.015739691,0.034902693,0.083882341,0.207195418
WINC,----,----,2/8/19,0,0.000399642,-0.001237282,0.005595343,0.038314383,0.080042605,0.00641987,0.001813417,0.016009913,0.032582906,0.082798478,0.236503719
SOHOO,Real Estate,REIT—Hotel & Motel,10/10/17,0,0.005189472,0.007984032,0.00598813,0.005416144,0.080064551,0.000793986,0.001322455,0.001851415,0.013884613,0.065277869,0.13988523
SDG,----,----,4/22/16,-0.001238084,0.002479484,0.009504314,-0.028925754,0.050861401,0.080513557,0.003177184,-0.002679834,-0.007065107,-0.020220925,0.051554648,0.151982362
MDIV,----,----,8/14/12,-0.002483817,-0.000497809,0.000498358,0.018426618,0.006881676,0.081120816,-0.004573963,0.002297884,0.011367022,0.046795827,0.033941178,0.22627891
PFMT,Industrials,Specialty Business Services,8/10/12,0.145945987,-0.041509483,-0.015094415,0.06415088,-0.103773617,0.08113204,0.004609379,-0.00084518,0.009538188,0.025839487,0.043432175,0.248035453
BSJO,----,----,9/14/16,0,0.002406724,0.002808225,0.0160445,0.027506393,0.081307615,-0.001031233,0.010402883,0.007147013,0.004433404,0.085428993,0.195844065
USMC,----,----,10/12/17,0,0.002163445,0.007211735,0.009214971,0.051682988,0.081317652,0.000264523,0.000925497,0.003769212,0.010050677,0.061168871,0.080539861
CLRC,Financial Services,Shell Companies,6/2/22,-0.007070677,0.004069172,0.008545232,0.008748773,0.01932864,0.08138354,0.022022752,-0.016161131,-0.014047844,-0.082380161,-0.13422283,0.032301572
CLRCR,----,----,9/22/23,-0.007070677,0.004069172,0.008545232,0.008748773,0.01932864,0.08138354,0.022022752,-0.016161131,-0.014047844,-0.082380161,-0.13422283,0.032301572
CLBT,Technology,Software—Infrastructure,11/6/20,0.001036293,0.004140783,0.006211224,0.036231924,0.037267145,0.081780536,0.000485228,0.011689492,0.008536649,0.070378829,0.145771755,0.365387023
CLBTW,----,----,9/29/23,0.001036293,0.004140783,0.006211224,0.036231924,0.037267145,0.081780536,0.000485228,0.011689492,0.008536649,0.070378829,0.145771755,0.365387023
ACBAU,Financial Services,Shell Companies,4/6/21,0.004989944,0.005958334,0.005958334,0.008937453,0.041708053,0.081926593,0.000740558,-0.000698948,0.011840659,0.019652215,0.087500109,0.094626016
ACBAW,----,----,9/26/23,0.004989944,0.005958334,0.005958334,0.008937453,0.041708053,0.081926593,0.000740558,-0.000698948,0.011840659,0.019652215,0.087500109,0.094626016
WEST,Consumer Defensive,Packaged Foods,10/20/21,0,0,0.001032015,0.005159979,0.005159979,0.082559363,0.003472828,0.003311748,0.007293532,0.033974415,-0.064629256,-0.195742048
WESTW,----,----,9/29/23,0,0,0.001032015,0.005159979,0.005159979,0.082559363,0.003472828,0.003311748,0.007293532,0.033974415,-0.064629256,-0.195742048
CSWI,Industrials,Specialty Industrial Machinery,9/30/15,0,0.026666642,0.091333387,0.19199985,0.057333072,0.083333159,0.006184265,0.002370478,0.031784644,0.084642945,-0.045578474,0.150479919
RILYM,----,----,2/13/20,0.00280785,0.006799931,0.009599959,-0.326800031,-0.119501059,0.083576915,0.004019786,0.001469591,0.001013722,-0.307013853,-0.070770406,0.218942842
LBRDP,Communication Services,Telecom Services,12/22/20,-0.009729002,0.006315876,0.00578967,0.011953967,-0.020841577,0.083685173,-0.001536637,0.001086268,0.005431625,0.046847338,0.126328267,0.241612192
VIASP,Utilities,Utilities—Regulated Electric,3/10/17,-0.004073258,0.006953005,0.023312656,0.061840435,0.131175918,0.084535494,-0.001845612,0.000924534,0.00540432,-0.004012182,0.049984943,0.193668878
WIX,Technology,Software—Infrastructure,11/6/13,-0.118378407,0.01532802,0.076026966,0.464745565,0.632740652,0.084610737,0.000849174,-0.014423211,-0.001602711,0.020644392,0.06558856,0.152116193
INZY,Healthcare,Biotechnology,7/24/20,-0.156730694,0.04903071,0.133409243,0.627137938,0.457240486,0.084948671,-0.00117334,0.007956125,0.011159968,0.068667504,0.164416,0.412155255
KACL,Financial Services,Shell Companies,1/21/22,0,0.001020431,0.002040766,0.007142826,0.014285652,0.0857143,-0.01579437,0.005821284,-0.018053772,-0.017542392,-0.067132928,-0.073077133
KACLR,----,----,9/27/23,0,0.001020431,0.002040766,0.007142826,0.014285652,0.0857143,-0.01579437,0.005821284,-0.018053772,-0.017542392,-0.067132928,-0.073077133
WHLRP,Real Estate,REIT—Retail,1/29/15,-0.004615392,0.012364925,0.032972839,0.016486346,0.292884646,0.086538115,0.009887719,-0.012943504,0.009376493,0.049867579,0.039716342,-0.063707297
LRFC,Financial Services,Asset Management,9/25/13,-0.018276749,0.018616811,0.007978282,0.016489169,0.083636297,0.08659277,-0.003630681,0.004628512,0.004333071,0.03742358,0.042875973,0.186602053
LAUR,Consumer Defensive,Education & Training Services,2/1/17,0.06,-0.018867958,0.012075519,-0.0566038,0.323019061,0.086792415,-0.003238646,0.000443098,0.005686181,0.044675903,0.069453492,0.24941807
SOVO,Consumer Defensive,Packaged Foods,9/23/21,-0.083389799,0.008875731,0.003698168,0.107988094,0.085798802,0.088017717,0.007976477,0.000497868,-0.020849272,0.022604359,0.002736632,-0.16756444
BHFAN,Financial Services,Insurance—Life,11/11/20,0.003984079,0.001190332,0.017857062,0.030555235,0.051592056,0.088043229,-4.77E-05,-0.009762714,0.013620439,0.040956416,0.111262407,0.325091416
OXLCL,----,----,3/18/21,-0.001999969,-0.000801393,0.002405077,0.008016085,0.055098765,0.089037184,-0.009462528,-0.000849066,-0.013034258,0.056637296,0.110526283,0.08585648
DDIV,----,----,3/11/14,-0.001000023,0,0.001000849,0.013513399,0.04313882,0.089832808,-0.006174991,0.001153773,-0.003905818,-0.000112179,0.053342067,0.105515642
HUDAR,----,----,12/23/22,0.428571444,0,4.099999829,1,0,0.090447091,0.007116777,-0.003895707,-0.000362403,0.061378902,0.074157492,-0.201251417
HUBC,Technology,Software—Infrastructure,1/3/22,0,0,0.008130073,0.006097507,0.0193089,0.090447091,0.002478457,-0.000788261,-0.026729669,-0.050772028,-0.188539709,-0.201251417
HUBCW,----,----,9/29/23,0,0,0.008130073,0.006097507,0.0193089,0.090447091,0.002478457,-0.000788261,-0.026729669,-0.050772028,-0.188539709,-0.201251417
HUBCZ,Technology,Software—Infrastructure,9/29/23,0,0,0.008130073,0.006097507,0.0193089,0.090447091,0.002478457,-0.000788261,-0.026729669,-0.050772028,-0.188539709,-0.201251417
HUDA,Financial Services,Shell Companies,12/28/22,-0.006944414,0.001997952,0.006293679,0.014984977,0.024975024,0.090447091,-0.012278295,0.018093938,0.019751374,0.068554402,0.087512019,-0.201251417
HUDAU,Financial Services,Shell Companies,10/14/22,0,0,0.003996,0.010988976,0.042956977,0.090447091,-0.030973636,0.026411039,0.021148097,0.104533722,0.116005271,-0.201251417
TCBS,Financial Services,Banks—Regional,7/16/21,-0.164079869,0.013262594,0.013527829,0.021220163,0.027188276,0.090848891,-0.012063139,-0.014206259,0.012601809,0.034517896,0.083050961,-0.12013652
ACACU,Financial Services,Shell Companies,6/10/22,0.001002027,-0.003002976,0.001001024,0.005005024,0.001011048,0.091091078,-0.014332066,-0.040686489,-0.063319878,-0.026457379,-0.047180088,0.121183112
ACACW,----,----,9/28/23,0.001002027,-0.003002976,0.001001024,0.005005024,0.001011048,0.091091078,-0.014332066,-0.040686489,-0.063319878,-0.026457379,-0.047180088,0.121183112
NTZG,----,----,6/24/22,0.004784174,-0.001896801,-0.03054238,-0.010064683,-0.022722904,0.091198041,0.023250511,-0.002884767,-0.035237223,0.002618196,-0.004947998,0.11439608
GBIO,Healthcare,Biotechnology,6/12/20,0.11467273,-0.073309086,-0.123126806,-0.264479568,-0.098015392,0.093560122,-0.013378638,0.010312561,0.025336127,0.051471121,0.149954722,0.453907052
CIRC,----,----,9/20/22,0,0,-0.048455921,-0.028155899,0.126106244,0.093817549,-0.002499097,-0.017000764,-0.055272933,-0.041340072,0.047988065,0.146412906
VIGI,----,----,3/2/16,0.005427385,0.001445966,-0.002313652,0.033738091,0.091342293,0.093931347,0.006728188,0.004969774,-0.002399321,0.046550212,0.089190761,0.242799611
FPXE,----,----,10/18/18,0,-0.017618785,-0.040042613,-0.042178419,0.011746113,0.094043741,-0.010969682,-0.002328612,-0.043078723,-0.011520514,0.023613995,0.089282417
FCNCP,Financial Services,Banks—Regional,3/6/20,-0.004145264,-0.020812622,-0.076313252,-0.163528423,-0.008919669,0.094265462,0.013037951,-0.080510194,-0.171409115,-0.119811021,0.09278221,0.351704485
GLSTU,Financial Services,Shell Companies,9/20/22,-0.001001931,-0.000501516,-0.001003032,0.007021032,0.047141354,0.094282804,-0.002499097,-0.017000763,-0.055272999,-0.041340139,0.047987992,0.146412826
GLSTW,----,----,9/28/23,-0.001001931,-0.000501516,-0.001003032,0.007021032,0.047141354,0.094282804,-0.002499097,-0.017000763,-0.055272999,-0.041340139,0.047987992,0.146412826
AIQ,----,----,5/16/18,-0.000265938,0.004256416,-0.005719584,0.047486073,0.049481195,0.094352486,0.005093435,-0.000124115,0.001668312,0.025770805,0.075767499,0.067144038
ALLE,Industrials,Security & Protection Services,11/18/13,-0.025527647,-0.05528058,-0.092615631,-0.086840082,0.077702078,0.094777295,-0.006116242,-0.002890407,0.008205176,0.014452372,0.056379691,0.149694303
RNDV,----,----,6/26/17,0,0,-0.007976113,-0.002991043,0.026273549,0.095010658,-0.001791565,-0.00780043,-0.005867347,0.017072185,0.062523656,0.139851524
CBNK,Financial Services,Banks—Regional,9/26/18,-0.015384601,0.002343698,-0.00390624,-0.066406235,-0.070312552,0.095312687,-0.004865313,0.002618989,0.002968187,-0.074268052,-0.056713494,0.031665455
BHFAL,----,----,9/14/18,0.00321027,0,-0.005999932,-0.025200186,-0.014000115,0.096461936,0.000115645,-0.006762875,0.006647338,-0.059024066,-0.083742721,0.038112895
ESGRP,Financial Services,Insurance—Diversified,6/20/18,0.000794299,0.000396846,0.00476183,0.009523768,0.032830762,0.098694094,-0.00024136,-0.007122709,-0.017384673,0.010648718,-0.048295706,0.069768619
NWS,Communication Services,Entertainment,6/19/13,0.02103877,-0.005795185,0.008370915,0.037991118,0.130714702,0.099163046,-0.013300818,-0.025416858,-0.025416858,0.043061838,0.097596414,0.228694986
VLYPO,Financial Services,Banks—Regional,10/11/18,-0.015631314,0.000406957,-0.002443123,0.0077359,0.026890838,0.099594405,-0.0167014,0.012629809,0.030050233,0.018166965,0.034588515,0.099613242
MEDX,----,----,1/31/23,0.004694531,-0.004480554,-0.005312692,-0.047238041,-0.008513114,0.1,0.013940304,0.01200885,0.009759808,-0.019943961,0.05078514,0.174373979
MEDS,Healthcare,Pharmaceutical Retailers,2/6/14,0,0,0,0,0.8,0.1,0.009481369,0.01314954,0.027050264,0.064055919,0.098850705,0.174373979
AGNCM,Real Estate,REIT—Mortgage,3/6/19,0.002020171,0.001250092,0.002419305,0.018424939,0.051836793,0.10020016,-0.007753809,-0.008058795,0.007997687,0.037990263,0.088191785,0.135872865
XP,Financial Services,Capital Markets,12/11/19,0.052213713,0.005223393,-0.004643079,0.089379007,-0.244921629,0.10069649,0.00114132,0.007926029,0.015805639,0.046734954,-0.120319463,0.207464536
NTRSO,Financial Services,Asset Management,10/30/19,0.001794619,0,0.00398068,0.023884998,-0.004777368,0.10205286,0.001744009,-0.003144976,0.009996807,0.034651197,-0.104235075,0.09837048
DHAC,Financial Services,Shell Companies,12/31/21,-0.000303578,0,0.002024241,0.005060748,0.012145737,0.103238815,-0.003053731,0.005729676,-0.016720964,-0.051495467,-0.185010875,-0.192834549
HARP,Healthcare,Biotechnology,2/8/19,-0.035714286,0.051851852,0.059259259,-0.1288889,-0.107407407,0.103703704,0.00641987,0.001813827,0.016010121,0.032583118,0.082798904,0.236504178
HBANL,Financial Services,Banks—Regional,2/28/23,0.003587093,-0.005957143,-0.007148556,-0.098888059,-0.022793907,0.103703704,-0.003510282,-0.002391957,0.019439869,0.007353156,0.10611576,0.236504178
CSSEP,Communication Services,Entertainment,6/27/18,0.020910219,-0.007188876,0.004016272,0.006023818,0.05416475,0.103913673,-0.012316991,0.006204128,0.006786831,0.04067028,0.005371297,0.088138727
VSDA,----,----,4/18/17,-0.001780771,0.003369791,0.017244799,0.005748378,0.018019363,0.104076325,0.001299415,-0.000864969,0.014995163,0.006704739,0.043773925,0.175148798
VSME,Communication Services,Advertising Agencies,9/28/23,-0.001780771,0.003369791,0.017244799,0.005748378,0.018019363,0.104076325,0.001299415,-0.000864969,0.014995163,0.006704739,0.043773925,0.175148798
GPP,Energy,Oil & Gas Midstream,6/26/15,-0.015101743,0.066000117,-0.012666528,0.00800009,-0.026000108,0.104394768,-0.000791002,-0.021691061,-0.012720733,-0.008026646,-0.002576571,-0.02807912
CDL,----,----,7/8/15,-0.000287721,-0.00374228,0.014680043,0.01036257,0.009707602,0.104463188,-0.009630907,0.002125028,0.030399848,0.015118563,-0.005311677,0.028982236
RPTX,Healthcare,Biotechnology,6/19/20,-0.052016077,0.071103977,0.058441535,-0.252922052,-0.1461039,0.104545497,-0.017854158,0.006671112,-0.005058706,0.0549813,0.110291909,0.39771949
BNDW,----,----,9/6/18,0.000532706,-0.002262827,-0.001996578,-0.012817284,0.013533179,0.106049028,-0.003835893,-0.002275271,0.003267184,-0.003358797,-0.092691341,0.036980463
CSML,----,----,5/16/17,0.00119287,-0.028594348,-0.015885667,0.01191425,0.029785463,0.106053844,-0.002244613,-0.01827868,-0.00309314,0.015537311,0.049153902,0.151061008
EMCG,Financial Services,Shell Companies,9/30/22,0.002007982,0,0.002004054,0.015030118,0.036573221,0.106614247,-0.011742275,0.025212499,0.046416154,0.081481825,0.144915775,0.167618457
EMCGR,----,----,9/29/23,0.002007982,0,0.002004054,0.015030118,0.036573221,0.106614247,-0.011742275,0.025212499,0.046416154,0.081481825,0.144915775,0.167618457
EMCB,----,----,3/8/12,0.000799861,0.001465666,0.002930998,-0.002930246,0.037479482,0.106614247,0.003461476,0.00542102,0.02094378,0.011179799,0.000106625,0.167618457
BCEL,Healthcare,Biotechnology,6/20/19,-0.092964845,-0.054293606,0.011634404,-0.117451469,-0.443213262,0.106925229,-0.000461718,-0.002598296,-0.016109339,0.010220244,0.030539628,0.062903968
YLDE,----,----,5/26/17,-0.000394175,0,0.013012576,0.012191794,0.046271969,0.107168662,0.000419622,-0.001537861,0.010906033,0.004893708,0.061238789,0.151163959
HYXF,----,----,6/17/16,0,0,0,0.034572797,0.06261731,0.107246336,-0.003176408,0.006700092,0.02067177,0.046253039,0.043381159,0.201892116
LBRDK,Communication Services,Telecom Services,11/5/14,0.083563718,-0.02923859,-0.114010982,0.0576923,0.113735444,0.107372464,-0.00290407,0.004410363,0.009236775,0.026545523,0.053288606,0.055313802
DRVN,Consumer Cyclical,Auto & Truck Dealerships,1/19/21,0.060370339,0.030387735,0.04715335,0.072301839,0.034579172,0.107928755,0.001359162,0.01287255,0.012653717,0.033013639,0.098936214,0.197293123
KBNT,Technology,Software—Application,8/12/20,-0.169999981,0.084337324,0.062650541,-0.084337382,0.797590329,0.108433686,0.005973645,-0.001319469,0.004719974,-0.012130207,0.13120213,0.353739657
KBNTW,----,----,9/20/23,-0.169999981,0.084337324,0.062650541,-0.084337382,0.797590329,0.108433686,0.005973645,-0.001319469,0.004719974,-0.012130207,0.13120213,0.353739657
HYLS,----,----,2/27/13,-0.018627466,-0.000998805,0.000799252,0.01421108,0.020563993,0.108859493,0.013343826,-0.001991585,0.0159346,0.038756151,0.090659934,0.255724848
ALTY,----,----,7/14/15,0,0.199472207,-0.005283852,-0.018494025,-0.04206687,0.109030055,0.004621099,-0.001903441,0.005710116,-0.013640834,-0.017058315,0.026795643
RDVT,Technology,Software—Application,3/27/18,-0.031250044,-0.07580642,0.14677425,0.003225803,0.225806474,0.109677472,-0.021331784,-0.002716507,0.000323501,0.022249701,0.093593571,0.085770882
CSF,----,----,8/1/14,0,-0.001993906,0.00085315,0.046126643,0.069986964,0.109997201,-0.000348926,0.007242756,-0.006282785,0.045113373,0.073388234,0.115082369
LBBBU,Financial Services,Shell Companies,3/9/22,-0.000999024,-0.001000023,0.003999996,-0.001000023,0.003999996,0.110000038,0.005829026,-0.003581772,-0.006439091,0.04781381,-0.082377734,-0.074015753
LBBBW,----,----,9/27/23,-0.000999024,-0.001000023,0.003999996,-0.001000023,0.003999996,0.110000038,0.005829026,-0.003581772,-0.006439091,0.04781381,-0.082377734,-0.074015753
SNCE,Healthcare,Health Information Services,11/23/20,0.013861325,-0.008789078,-0.007617194,0.029296894,-0.010742154,0.110351576,0.002220548,0.016640862,0.013246637,0.046575167,0.154394369,0.31624161
MEDP,Healthcare,Diagnostics & Research,8/11/16,-0.012788586,0.008996041,0.012594403,0.070528932,0.259086021,0.111550859,0.001319554,-0.00054262,-0.001395119,-0.008217236,0.049861095,0.135045296
NWSA,Communication Services,Entertainment,6/19/13,0.034031444,-0.031645611,-0.005063227,0.010759511,0.085443028,0.112658333,-0.013300818,-0.025416861,-0.025416861,0.043062123,0.097596423,0.228695008
ESPO,----,----,10/17/18,0.000978177,-0.027687367,-0.048859929,-0.084364814,-0.053713254,0.112799397,-0.000844897,-0.014314746,-0.026455703,-0.026334909,0.002037174,0.078244942
CHSCM,Consumer Defensive,Farm Products,9/10/14,0.00120388,0.006813399,0.010020178,0.021643472,0.017055877,0.113542271,0.003784986,0.001424625,-0.000167669,-0.040912049,0.014990964,-0.008098598
METCL,----,----,7/14/21,0.010714228,0.014919586,0.017667916,0.026305466,0.043541501,0.113564474,-0.006307749,-0.002786629,-0.008360253,0.02163666,0.078911567,-0.142536653
BSCT,----,----,9/13/19,-0.001965899,0,0.008383904,0.016414078,0.039771641,0.114843266,-0.002543218,-0.001643332,-0.000283485,-0.014679978,0.109945947,0.122499601
WVVIP,Consumer Defensive,Beverages—Wineries & Distilleries,8/30/16,0,0,0,0.011494301,0.264367666,0.114942662,-0.001859787,-0.002872603,0.005822324,-0.008595157,0.054972749,0.142328004
AGNCN,Real Estate,REIT—Mortgage,8/16/17,0.002016175,0.004024409,0.006438994,0.019316189,0.073622676,0.114972978,-0.000548597,-0.01571219,-0.006586891,0.016809178,0.096864508,0.167725539
DNTH,Healthcare,Biotechnology,6/21/18,-0.063829772,-0.001377442,-0.033057884,-0.028236969,-0.369834757,0.115702497,-0.006883223,0.001459141,-0.020063389,0.019424914,-0.046863185,0.074643014
PRCT,Healthcare,Medical Devices,9/15/21,0.198285675,-0.1437768,-0.071053878,0.090844099,-0.57987598,0.115879847,0.007172343,-0.001017237,-0.026563552,-0.004970139,-0.030532829,-0.126737004
IQV,Healthcare,Diagnostics & Research,5/9/13,-0.037705616,0.006649223,0.080503428,0.036333383,0.063167889,0.115886986,-0.002473695,0.003513791,0.01983918,0.011366321,0.063670808,0.175948813
QTRX,Healthcare,Medical Devices,12/7/17,0.071779149,0.040641157,0.069547808,0.153978285,-0.033772191,0.116199242,0.004559703,0.005114765,0.008886436,0.042715089,0.028728449,0.009394808
PPHPU,Financial Services,Shell Companies,8/12/21,0.003996,0,0.000995048,0.010567186,0.040796004,0.116417916,0.002240382,0.000985004,-0.015912308,0.002651852,0.013484157,-0.064897488
PPHPW,----,----,9/22/23,0.003996,0,0.000995048,0.010567186,0.040796004,0.116417916,0.002240382,0.000985004,-0.015912308,0.002651852,0.013484157,-0.064897488
BGRN,----,----,11/27/18,0,-0.001493089,0.001632545,0.011397353,0.051576996,0.116706658,0.005916834,0.023148383,0.041110658,-0.074129171,0.081196097,0.186357731
CHSCN,Consumer Defensive,Farm Products,3/6/14,0.005124129,0.004705682,0.007450843,0.052549169,0.092670075,0.117875511,-0.000440527,0,-0.005729911,-0.010615573,0.044233518,0.125526056
POWWP,Industrials,Aerospace & Defense,5/21/21,0.03030303,0.04313736,0.047058814,0.137254988,0.067610602,0.118315461,-0.005591534,0.009668462,0.012297818,0.026252515,0.048360502,-0.079230667
WHFCL,----,----,8/28/23,-0.004734662,0.010908711,0.025367061,0.028252003,0.108191988,0.118344395,0.001143507,0.014455048,0.021269087,-0.033770163,0.1008628,0.300947803
WHF,Financial Services,Asset Management,12/6/12,0.012142863,-0.004233797,0.009174609,0.059348419,0.108191988,0.118344395,0.004542162,0.002975002,0.010590418,0.036839853,0.1008628,0.300947803
ITCI,Healthcare,Drug Manufacturers—Specialty & Generic,1/7/14,-0.0625,0.133333333,0.213333384,0.125999959,0.054000028,0.118666712,0.003923361,0.000818034,-0.008452176,-0.032355027,0.023148846,0.098297509
IMRN,Healthcare,Biotechnology,6/9/17,-0.096756806,0.041292673,0,-0.164572064,-0.397965232,0.119569193,-0.002488149,-0.000623992,0.000900931,-0.000975843,0.059584022,0.167941708
HUMA,Healthcare,Biotechnology,12/1/20,-0.003092756,0.005170651,0.007238852,0.051706308,0.156153073,0.119958618,-0.000322128,0.001611308,0.012200183,0.033097155,0.14445306,0.249996745
HUMAW,----,----,9/28/23,-0.003092756,0.005170651,0.007238852,0.051706308,0.156153073,0.119958618,-0.000322128,0.001611308,0.012200183,0.033097155,0.14445306,0.249996745
HEWG,----,----,2/18/14,0.000809658,0,0.001213816,-0.048543653,0.013754137,0.120470319,0.001806563,-0.007122783,0.004327638,0.014335514,0.062736288,0.148449707
TDSC,----,----,9/17/20,-0.003895587,-0.006974995,-0.035721494,0.006531403,-0.006439235,0.120846872,0.006454968,-0.010383821,-0.036608074,0.044594535,0.153515423,0.366999575
HLAL,----,----,7/16/19,-0.00319361,-0.006808152,-0.002402938,-0.056868231,0.051444956,0.121518051,-0.002492508,-0.006530918,-0.006417155,-0.053609078,0.039063815,0.072045678
PSC,----,----,9/22/16,-0.000394331,0,-0.011439836,-0.014990221,0.092514183,0.121764939,0.001860364,-0.00557048,-0.002727846,-0.017173108,0.057001627,0.168984765
CCAP,Financial Services,Asset Management,2/3/20,-0.005457863,0.005487622,0.04268315,-0.026829197,-0.200240281,0.121947293,0.00465611,0.015536216,0.022435394,-0.037865969,-0.076112906,0.212265573
RNLC,----,----,6/22/17,0,-0.00246361,0.001005363,-0.003519458,0.045155056,0.122218221,-0.000899314,0.002007862,0.004154322,0.017597651,0.062757525,0.158110437
RFDI,----,----,4/14/16,0.000390863,0.001758059,0.025981533,-0.019730391,0.028889633,0.122376515,-0.000326858,-0.000245087,0.010626255,-0.016592911,0.060074198,0.155020437
PCCT,Financial Services,Shell Companies,12/27/21,0.014256655,-0.00401606,-0.005020099,-0.00401606,0.006024138,0.123493929,0.010535746,-0.001504867,-0.005768394,-0.099745574,-0.140158083,-0.197199423
EBIZ,----,----,11/30/18,0.005022542,0.017426974,-0.01460789,-0.110071738,0.160943149,0.125896916,0.006934954,0.012237477,-0.045012705,-0.112668567,0.063064871,0.144243093
SPCX,----,----,12/16/20,0.003705196,0.002064021,0.016591834,0.124121729,0.14158685,0.126106388,-0.000861572,0.007624522,0.002677762,0.036534457,0.139312948,0.256732761
FKU,----,----,2/27/12,0,0.004816928,0.00738626,0.003433648,-0.044489299,0.127006953,0.007292909,0.002208747,-0.001472041,0.030618119,0.001872428,0.131116295
SKGRU,Financial Services,Shell Companies,6/24/22,-0.003015049,0.003024167,0.006048333,0.007056421,0.022177446,0.128528186,0.023250511,-0.002884629,-0.035237159,0.002618404,-0.004947792,0.114396234
APLS,Healthcare,Biotechnology,11/9/17,-0.032413812,-0.002138256,-0.014255154,0.034925213,0.692088398,0.129009298,0.001836298,-6.58E-05,-0.006611817,0.031814605,0.033509467,0.100664898
RMBL,Consumer Cyclical,Auto & Truck Dealerships,2/2/17,0.0625,0,0,-0.035294118,0.529411765,0.129411765,0.002367506,0.007971538,0.006126376,0.040596507,0.074760706,0.248414397
FVC,----,----,3/18/16,0,0,-0.002986593,0.023394592,0.052264722,0.129527222,0.002325571,0.000248575,-0.008193593,0.027692085,0.069346407,0.192711575
